Alpha,q,delta_e,Cd
0.035353505,0.003361647,0.090069944,0.059356003065716756
0.035267848,0.003261584,0.089861553,0.05929965879369137
0.035186796,0.003280975,0.089064334,0.0591319066002165
0.035108407,0.003267291,0.089151568,0.05913261473748643
0.035031641,0.003207789,0.089389037,0.05916240314811372
0.034955192,0.003077258,0.089565927,0.05918116742248958
0.034877131,0.002851147,0.089980287,0.05924518010387292
0.034797728,0.00261771,0.090336492,0.059297931340836385
0.034718221,0.002419721,0.090157178,0.05924890116104109
0.034638575,0.00223496,0.090217757,0.059245263583072916
0.034562274,0.002217959,0.090188679,0.05922435764259992
0.034492544,0.002351329,0.089183069,0.05901873524962231
0.034427394,0.002464694,0.089241224,0.05901590021060099
0.034364921,0.002492955,0.089389037,0.0590310925475781
0.034303407,0.002442143,0.089893054,0.05911448035454203
0.03424118,0.002283261,0.090009365,0.05912480278234655
0.034177024,0.002070046,0.09071935,0.05924763125440169
0.034112439,0.001880255,0.090484304,0.059191014920358276
0.034047778,0.00172696,0.090661195,0.05921230160322
0.033983886,0.001600543,0.090336492,0.05913846405630485
0.033919684,0.001449261,0.090571538,0.05917086122805815
0.033855723,0.001312087,0.090603039,0.05916462498705277
0.033791939,0.001171779,0.090571538,0.059146494948558725
0.033727683,0.001006758,0.09071935,0.05916241483240059
0.033662495,0.00081332,0.090838085,0.05917279096463224
0.033597381,0.000664947,0.091014976,0.05919395830734686
0.033535133,0.000637504,0.090632117,0.05910886757357492
0.033476698,0.000681183,0.090275913,0.059029203325935864
0.033420344,0.000669946,0.090217757,0.0590067965699439
0.033363832,0.000566378,0.09071935,0.05909103938142146
0.033305052,0.000333297,0.090927742,0.05911994531700793
0.033243403,6.85e-05,0.091695883,0.059254605841129626
0.033182416,-8.23e-05,0.091252445,0.05915897724200425
0.033121967,-0.000211591,0.091014976,0.05910239765808667
0.03306234,-0.000306283,0.091194289,0.05912483595492257
0.033004317,-0.000376151,0.090867163,0.0590514106547535
0.032945688,-0.000524534,0.091104632,0.05908538496193083
0.032885131,-0.000745153,0.091489915,0.059147408780115374
0.032824723,-0.000886707,0.091695883,0.05917500742914217
0.032766642,-0.000943144,0.091046477,0.059040370752921234
0.032710467,-0.000971069,0.091194289,0.05905715934042255
0.03265421,-0.00110433,0.090927742,0.058995939091781135
0.032593373,-0.001420952,0.091991508,0.059187128250919985
0.032528808,-0.001763574,0.092287133,0.05923202317909082
0.032463966,-0.001960276,0.092287133,0.05921997200770823
0.032400175,-0.002104347,0.091400258,0.059039632028291544
0.032335415,-0.002276733,0.092020586,0.05914511098190922
0.032272366,-0.002362403,0.091695883,0.059071212344045554
0.032208618,-0.002542518,0.091518992,0.05902573917662757
0.032141213,-0.002839665,0.092434946,0.05918745466170949
0.032072201,-0.003098163,0.092434946,0.059174905687575885
0.032001529,-0.003361319,0.092287133,0.0591340114180543
0.03193032,-0.003555808,0.092582759,0.05917672509923255
0.031863137,-0.003555604,0.091933352,0.059039917972331546
0.031799117,-0.003556852,0.091342102,0.058914788279022856
0.031735002,-0.003661381,0.092020586,0.059031049551146575
0.031670197,-0.003833868,0.092139321,0.059041387889558594
0.031605168,-0.003983,0.092582759,0.05911313517097039
0.031542561,-0.004037334,0.092081165,0.05900559837204633
0.03148213,-0.004066852,0.092020586,0.05898200781773544
0.031424008,-0.004081118,0.091991508,0.058964774623856187
0.031367637,-0.004115082,0.091991508,0.058953523466080515
0.031311317,-0.004223748,0.0921999,0.058982229783312023
0.031253208,-0.004426896,0.092582759,0.059044197033579326
0.031192853,-0.00467142,0.092938963,0.059100884935631814
0.031131657,-0.004870813,0.092968041,0.059095104672119536
0.031072198,-0.004949462,0.092730571,0.05903844020166238
0.031015682,-0.004957375,0.092228978,0.0589318762037252
0.030962292,-0.004916766,0.092318634,0.058937813479498224
0.030913262,-0.004820807,0.09196243,0.058859757833666926
0.030868527,-0.004696775,0.091991508,0.05885549178761007
0.030827857,-0.004580409,0.091814618,0.058813028140364265
0.030789486,-0.004527051,0.092081165,0.05885549375165544
0.03075301,-0.004502118,0.092287133,0.058887013376609065
0.030718809,-0.004467174,0.092318634,0.05888584780041306
0.030688275,-0.00436283,0.092258055,0.05886757119911623
0.030662339,-0.004208815,0.091872773,0.0587883604756525
0.030639818,-0.004079054,0.091933352,0.058794545907433715
0.030619521,-0.004003327,0.092052087,0.058812517424442934
0.030601125,-0.00394248,0.092318634,0.05885899387706828
0.030583673,-0.003943769,0.092170822,0.05882742329299151
0.030567078,-0.003928678,0.092762072,0.058936110056650115
0.030555219,-0.003771208,0.092081165,0.058803668187659364
0.030548613,-0.003542501,0.09178554,0.05874496548768127
0.030546178,-0.003342775,0.091577148,0.058703817649728096
0.030545307,-0.003244212,0.09196243,0.05877615814377224
0.030546411,-0.003143093,0.092258055,0.05883188186509258
0.03055074,-0.003002072,0.091933352,0.05877037923107675
0.03055953,-0.002775367,0.09196243,0.058776396790229946
0.030573459,-0.002521146,0.091313024,0.05865462034035973
0.030588981,-0.002384487,0.091724961,0.05873512872466535
0.030604709,-0.002333917,0.092081165,0.058805594713344345
0.030621147,-0.002278429,0.092287133,0.058847681611823965
0.030638362,-0.002236145,0.092020586,0.058800384060119004
0.030656252,-0.002176383,0.092347712,0.05886572131808654
0.030677211,-0.002027894,0.091872773,0.058779059806739475
0.030701587,-0.00183125,0.091695883,0.058749347909077265
0.030728601,-0.001660115,0.091489915,0.05871480174485155
0.030755906,-0.001581902,0.091814618,0.05878148527489446
0.030784073,-0.001492919,0.092081165,0.058837254919099635
0.030818059,-0.001185836,0.091695883,0.05876934650385701
0.030870897,-0.000232817,0.090513382,0.05855041718616283
0.030970849,0.002139691,0.087111269,0.05791207063925885
0.031156908,0.006582476,0.080425777,0.0566568066564459
0.031461844,0.013031979,0.072233082,0.05512857899736079
0.031902967,0.020900718,0.065608169,0.05391755736219084
0.032482139,0.029392494,0.061110788,0.053134797762997676
0.033187851,0.037768405,0.059690818,0.05296218171003231
0.034002973,0.045567473,0.060105178,0.05316290918802702
0.034909579,0.052624831,0.061762618,0.0536220340901421
0.035893094,0.058992881,0.063269822,0.05407208459972668
0.036942353,0.064818926,0.06454198,0.05449391330441222
0.038050235,0.070283137,0.065014495,0.05477807799998602
0.039209497,0.075410758,0.065014495,0.05498500661412087
0.040412923,0.080224431,0.065281043,0.05525318369112786
0.041653711,0.084708658,0.065104152,0.05544676748788446
0.042922449,0.088761636,0.065460356,0.05574945830832534
0.044209599,0.092331416,0.065991028,0.05609163854912835
0.045508217,0.095521233,0.066730091,0.05647773809356149
0.0468115,0.098300984,0.066582278,0.056699049916343336
0.048110721,0.100640189,0.067558811,0.05713498020737173
0.049401412,0.102648761,0.067677545,0.05740851682411141
0.050679542,0.104398115,0.067944093,0.057708939248768854
0.051939689,0.105797227,0.06761939,0.05789566226063236
0.053173893,0.106772136,0.068564421,0.058319964265770574
0.054376428,0.107330094,0.068830968,0.05861163134087155
0.055539943,0.107438562,0.069807501,0.05903232774897216
0.056657668,0.107065849,0.070398751,0.05937341208180413
0.057719576,0.106080977,0.071699987,0.05984101170189993
0.058714462,0.104374251,0.073328349,0.060360949068941405
0.059624227,0.101586,0.075545538,0.06098111909649573
0.060416032,0.096973211,0.079863605,0.061985369127218526
0.061041687,0.089665993,0.087525629,0.0636042410069515
0.061448772,0.079231545,0.098323219,0.0657901777421337
0.061595741,0.065938239,0.109590901,0.06802866649798767
0.061465098,0.050846458,0.11920599,0.06990838293239299
0.061068561,0.035385845,0.123761527,0.07077835474840799
0.060433169,0.020579876,0.123938417,0.07076688286867272
0.059589836,0.006904534,0.121689727,0.07024716535403974
0.058564262,-0.005697471,0.118731052,0.06954964915405615
0.05737228,-0.017597533,0.116986378,0.06904436247894452
0.056024338,-0.02908206,0.116719831,0.06878528777284276
0.054530428,-0.040236027,0.117105113,0.06861837901357348
0.052901715,-0.051022726,0.117577629,0.06843867177103635
0.051152497,-0.061277856,0.117844176,0.06819252860635339
0.049298062,-0.070927765,0.117282003,0.06776445981180546
0.047351163,-0.080011195,0.117105113,0.06738757738192991
0.045325172,-0.088501558,0.116867643,0.06697985576562182
0.043233614,-0.09636691,0.11654294,0.06653879000585117
0.041089301,-0.103615935,0.116099502,0.06606103661777096
0.038903323,-0.11030151,0.115832955,0.06560525967252362
0.03668565,-0.116468826,0.115745721,0.06517419925653867
0.034445965,-0.122125806,0.115774799,0.06475790198188625
0.032194829,-0.127223969,0.11571422,0.06431912387665739
0.029942175,-0.131776658,0.115360439,0.06382127982172192
0.02769705,-0.135789164,0.115331362,0.06338357658403826
0.025467916,-0.139302608,0.114946079,0.06287863440683861
0.023261163,-0.14237509,0.11512297,0.0624825054881466
0.021083198,-0.14503594,0.115064814,0.06204522642193089
0.018939423,-0.147305892,0.115360439,0.06167985526628694
0.016837624,-0.14908981,0.115360439,0.061264060400096465
0.014786267,-0.15033331,0.114887924,0.060765627805574374
0.012792002,-0.151084597,0.114383907,0.06026995439697713
0.010861247,-0.151342122,0.11411736,0.05982943060886603
0.009004263,-0.150933979,0.113467953,0.05932729252181801
0.007235254,-0.149647943,0.111839592,0.05865194142355845
0.005575612,-0.147068953,0.109503668,0.05785690086659723
0.00406117,-0.142464508,0.104710662,0.0566128305794924
0.002740483,-0.135064241,0.096871747,0.0548133120688874
0.001661927,-0.124663665,0.086163814,0.05250066890506799
0.000854702,-0.111936163,0.076255523,0.05038194583877109
0.000323704,-0.098025747,0.06963061,0.04893671655104437
5.5e-05,-0.083992851,0.06720503,0.04834210325860511
2.56e-05,-0.070518018,0.06761939,0.04833876271728155
0.000211973,-0.057836211,0.069688766,0.04869795376301633
0.000593285,-0.045958731,0.071552174,0.04906200872432853
0.001151983,-0.034750262,0.073534317,0.049488293778228165
0.001876465,-0.023980274,0.074302458,0.049720192986826506
0.002757282,-0.013499169,0.07451085,0.04987923207670675
0.0037849,-0.003304378,0.074067412,0.049946047141685046
0.00494904,0.006596713,0.07409649,0.050131969182421576
0.006240381,0.016193177,0.073563395,0.05023885601993472
0.007646934,0.025380696,0.073534317,0.05046713819620874
0.009157692,0.034155134,0.073623974,0.05074149875504208
0.010761772,0.042493157,0.073534317,0.051003331795837825
0.012448377,0.050394744,0.073711208,0.051334991138070496
0.014207383,0.05785261,0.073563395,0.05162235333646015
0.016027463,0.06481644,0.073742709,0.05198697527303642
0.017897285,0.071247042,0.073919599,0.05236429017481381
0.019807137,0.077208238,0.074363037,0.05280293036082062
0.02174811,0.08269662,0.07409649,0.05311604039445905
0.02371026,0.087703264,0.074569005,0.05357623774918663
0.025684584,0.092202986,0.074392115,0.053918737803008376
0.027658135,0.096044901,0.075073022,0.05442731152417313
0.029617732,0.09914902,0.076018054,0.054987230558945166
0.031549145,0.101435131,0.07735079,0.055619446965003094
0.033433741,0.102651377,0.078976729,0.056303679766768644
0.035242986,0.102299689,0.08223103,0.05728980727770039
0.036936539,0.099699807,0.087583785,0.05866247915273193
0.038460213,0.094041193,0.095955794,0.06058966218689266
0.039760344,0.085132771,0.107492447,0.06308914587788772
0.040803323,0.073658153,0.117844176,0.06532673942972966
0.041581542,0.060865601,0.125239653,0.0669585017013139
0.042112211,0.048063243,0.127398686,0.06754855451622865
0.042424669,0.036148407,0.126007794,0.06741679817514967
0.042550579,0.025470775,0.122104087,0.06676382471779241
0.042514472,0.01589837,0.118377271,0.06610486942602734
0.042333527,0.00711826,0.115479174,0.06556882878162362
0.042016907,-0.001258152,0.114030126,0.06527748605630257
0.04157049,-0.009442759,0.113969547,0.06522188742169455
0.040998805,-0.017571067,0.114146438,0.06518557419353166
0.040307799,-0.025566831,0.115183549,0.06528743827679762
0.039507502,-0.033291278,0.114975157,0.06512941930167493
0.038607952,-0.040642595,0.115152048,0.06502223039641342
0.037619014,-0.047648829,0.114325751,0.0647046668638005
0.036547629,-0.054353431,0.114769189,0.06460954415012621
0.035404183,-0.060669016,0.114325751,0.0643293588360796
0.03420148,-0.066401746,0.114207016,0.06409546309441216
0.032958903,-0.07125753,0.112430842,0.06353398427541479
0.031698891,-0.074962224,0.110213653,0.06287870155700537
0.03045108,-0.077130766,0.106426258,0.06191910307962156
0.029247892,-0.07750692,0.10134005,0.060711775103457155
0.028119014,-0.076106637,0.095512356,0.0593686205088626
0.027084247,-0.073312644,0.090246835,0.05814334635189433
0.026148137,-0.069844907,0.086815644,0.05728251789818972
0.025301691,-0.066426366,0.086372206,0.057007392526784884
0.024529701,-0.063532921,0.08787941,0.05712062829493725
0.023815319,-0.061371468,0.09071935,0.05750262673443873
0.023148166,-0.059738489,0.093678026,0.05791966778053759
0.022525978,-0.058288056,0.095097996,0.05805475006764871
0.021949769,-0.056783375,0.095602013,0.058024980615277943
0.021421382,-0.055138239,0.095303964,0.05785187428796168
0.020943586,-0.053255461,0.095127074,0.057710676736014044
0.020520005,-0.051111459,0.094063308,0.057410668799264375
0.020151377,-0.048777904,0.09361987,0.057238474291360086
0.01983845,-0.046297069,0.092968041,0.05703719651740702
0.01957823,-0.043831293,0.092730571,0.05692534045524145
0.019365607,-0.041505755,0.093144931,0.056947637821968655
0.019197373,-0.039276179,0.093736182,0.057013047884766355
0.019073554,-0.037011385,0.093796761,0.05698656153148374
0.018994504,-0.034669961,0.093411478,0.05688411830289364
0.018962405,-0.03213591,0.093115853,0.056807127766533405
0.018979282,-0.029434502,0.091843696,0.05655383626875432
0.019040146,-0.026826494,0.091637727,0.05651232051134869
0.01913685,-0.024529866,0.092139321,0.05661409649795446
0.019264366,-0.02244057,0.093440556,0.05687501258672745
0.019423846,-0.020340537,0.09320551,0.05685087700922442
0.019615973,-0.018155889,0.092938963,0.05682691475831736
0.019840957,-0.015915232,0.092139321,0.05670817716299292
0.02009514,-0.013762831,0.092020586,0.056725050599681914
0.020375034,-0.011735442,0.0921999,0.05680439604327581
0.020677987,-0.009818275,0.092318634,0.05687755673637529
0.021002635,-0.007950829,0.09237679,0.05694391477748506
0.021348673,-0.006086416,0.092052087,0.0569420116997259
0.021716631,-0.004161604,0.091756462,0.05694973719073859
0.02210581,-0.002244441,0.09095682,0.05686622091981608
0.022514389,-0.000346121,0.091104632,0.05696646485757206
0.022942022,0.001529426,0.090365569,0.056902496373750555
0.023384769,0.003275705,0.090513382,0.057010545950617164
0.023840007,0.004892232,0.090513382,0.05709383417858849
0.024304535,0.00635839,0.090661195,0.0572078969472265
0.024775819,0.007692027,0.090809007,0.05732408109176168
0.025251894,0.008915112,0.090838085,0.05741934579793728
0.025731077,0.010045205,0.090838085,0.057510256428487505
0.026210361,0.011016502,0.090750851,0.05758554500701729
0.026687581,0.011878658,0.091223367,0.057767179971959015
0.027163037,0.012699966,0.090809007,0.05778050804788193
0.027634995,0.013444162,0.090809007,0.05787213807890845
0.028102219,0.014104864,0.090661195,0.05793525019004475
0.028562524,0.014646873,0.09071935,0.05803668466186385
0.029014014,0.015069125,0.090838085,0.05814849349462481
0.029457961,0.015517676,0.090927742,0.058253107949882255
0.029895755,0.015988642,0.090040866,0.05817117533751337
0.030325218,0.016387264,0.090157178,0.05827818598184198
0.030748539,0.016853975,0.089951209,0.05832245233592892
0.031164034,0.017216335,0.089093412,0.05824212125877004
0.03156461,0.017278218,0.090099022,0.05851379115059441
0.031949384,0.017206524,0.090661195,0.05869892129324028
0.032320329,0.017156529,0.09054246,0.05875200910882472
0.032678175,0.017108947,0.090040866,0.05872982828199236
0.033024593,0.017142158,0.090069944,0.058805492526190495
0.03336106,0.017201383,0.089035256,0.05867728360962543
0.033683601,0.017113041,0.089447193,0.058821379681576635
0.033989949,0.016860708,0.089655584,0.05892451627809514
0.034276528,0.016396203,0.090217757,0.05909191594467145
0.034542458,0.015823445,0.090809007,0.05926124788231735
0.034792948,0.015424124,0.090690273,0.05929184190724812
0.035032452,0.015196623,0.089330881,0.05908398773319856
0.03525992,0.014977657,0.089212146,0.05910888893068811
0.035475307,0.014735392,0.089003755,0.05911446582997848
0.035675527,0.014333696,0.08912249,0.059179890658535905
0.035856813,0.013724379,0.089893054,0.05936624093082021
0.036019265,0.013044662,0.090394647,0.05949816277028752
0.036166187,0.012457845,0.090246835,0.05950326740738032
0.036298342,0.011880537,0.089626506,0.05941571935937939
0.036415866,0.011328973,0.090069944,0.05952677024102382
0.036524284,0.010980763,0.089359959,0.05941610921984264
0.036624726,0.010703262,0.088560317,0.059286425774293994
0.036715977,0.010404966,0.088768709,0.05934614448392539
0.036795606,0.009957306,0.088620896,0.05933679828316096
0.036858268,0.009257072,0.089745241,0.05956667086049672
0.036904376,0.008488039,0.090365569,0.05969799370674633
0.036936383,0.007771128,0.090246835,0.05968601259616202
0.036956187,0.00712883,0.090040866,0.059654589831553695
0.03696642,0.006604291,0.089774319,0.05960907357991507
0.036966377,0.006041045,0.089270302,0.05951665360836378
0.036954832,0.005447068,0.090099022,0.05967481203952962
0.036934754,0.004920466,0.089565927,0.05957260449382362
0.036905929,0.004407389,0.08971374,0.05959767271453886
0.036867216,0.003816077,0.089565927,0.05956511119648633
0.036817101,0.00315925,0.090365569,0.05971028423076108
0.036757943,0.002548437,0.090157178,0.05966219617263935
0.036690051,0.00195498,0.090188679,0.05965773149642706
0.036613463,0.001351098,0.090188679,0.05964558594180058
0.036529182,0.000789125,0.090423725,0.059676219566923594
0.036439699,0.000319461,0.090069944,0.059593605088421375
0.036345272,-0.000121559,0.089951209,0.05955440430532799
0.036247627,-0.000474347,0.090040866,0.05955357424252061
0.036149471,-0.000710861,0.089507772,0.05943387917874432
0.036048192,-0.001039129,0.089389037,0.059392650113476275
0.03593911,-0.00157399,0.09030499,0.0595472409317821
0.035823538,-0.002100272,0.091014976,0.059661401966432326
0.03570442,-0.002542285,0.090455226,0.05953355271654326
0.035583356,-0.002870135,0.090632117,0.05954437675868496
0.035464562,-0.003014988,0.089861553,0.05937493324105647
0.035347552,-0.00313208,0.08953685,0.059290259429413794
0.035232425,-0.003212972,0.089832475,0.05932341780754147
0.035120694,-0.003238256,0.089447193,0.05922780733925759
0.035013365,-0.003179633,0.089595005,0.05923372780938907
0.0349114,-0.003082294,0.089003755,0.059100343482093365
0.034812615,-0.003035669,0.089447193,0.05916413544992283
0.034716012,-0.003056757,0.089478694,0.059150621720942764
0.034620399,-0.003122764,0.090040866,0.05923821101766791
0.034528141,-0.003106871,0.089922132,0.059196875671820415
0.03444083,-0.003003059,0.089595005,0.059116524766730905
0.034356331,-0.002974419,0.089418115,0.05906566141076208
0.034272776,-0.003006324,0.090217757,0.05920054649788353
0.034191258,-0.003035286,0.089951209,0.05913360945102153
0.034112229,-0.003014753,0.09030499,0.059184553418228036
0.034040655,-0.002778554,0.08971374,0.059056553812782075
0.033976945,-0.002483998,0.088887443,0.05888524241473703
0.033917302,-0.002300713,0.089359959,0.05896172389818366
0.033860488,-0.002193975,0.08971374,0.05901669018446243
0.033806417,-0.002104197,0.089951209,0.05905024864399677
0.033754328,-0.002061275,0.089893054,0.05902840257091624
0.033705069,-0.001962458,0.090336492,0.059101952619269316
0.033661827,-0.001742979,0.089565927,0.05894578925495031
0.033624262,-0.001481493,0.08953685,0.05893117658699887
0.03359199,-0.001230868,0.08929938,0.0588781736543158
